id,question,answer1,answer2,answer3,answer4,correctAnswer,explanation,signId,image,chapter,isFailingPoint,newExplanation,isHard,isSaved,questionStatus
52,"Hành vi sử dụng xe mô tô để kéo, đẩy xe mô tô khác bị hết xăng đến trạm mua xăng có được phép hay không?",Chỉ được kéo nếu đã nhìn thấy trạm xăng.,Chỉ được thực hiện trên đường vắng phương tiện cùng tham gia giao thông.,Không được phép.,,3,Xe mô tô không được kéo xe khác.,,,1,1,Xe mô tô bị nghiêm cấm kéo hoặc đẩy xe khác.,,,
53,"Hành vi vận chuyển đồ vật cồng kềnh bằng xe mô tô, xe gắn máy khi tham gia giao thông có được phép hay không?",Không được vận chuyển.,Chỉ được vận chuyển khi đã chằng buộc cẩn thận.,Chỉ được vận chuyển vật cồng kềnh trên xe máy nếu khoảng cách về nhà ngắn hơn 2 km.,,1,Xe mô tô không được mang vác vật cồng kềnh.,,,1,1,Xe mô tô bị nghiêm cấm mang vác vật cồng kềnh.,,,
54,"Người đủ bao nhiêu tuổi trở lên thì được điều khiển xe ô tô tải, máy kéo có trọng tải từ 3.500 kg trở lên; xe hạng B2 kéo rơ moóc (FB2)?",19 tuổi.,21 tuổi.,20 tuổi.,,2,"Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: hạng E, FD.",,,1,,"Theo luật giao thông đường bộ, điều 60.",,,
55,"Người đủ bao nhiêu tuổi trở lên thì được điều khiển xe mô tô hai bánh, xe mô tô ba bánh có dung tích xi lanh từ 50 cm3 trở lên và các loại xe có kết cấu tương tự; xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg; xe ô tô chở người đến 9 chỗ ngồi?",16 tuổi.,18 tuổi.,17 tuổi.,,2,"Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: hạng E, FD.",,,1,,"Theo luật giao thông đường bộ, điều 60.",,,
56,"Người lái xe ô tô chở người trên 30 chỗ ngồi (hạng E), lái xe hạng D kéo rơ moóc (FD) phải đủ bao nhiêu tuổi trở lên?",23 tuổi.,24 tuổi.,27 tuổi.,30 tuổi.,3,"Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: hạng E, FD.",,,1,,"Theo luật giao thông đường bộ, điều 60.",1,,
57,Tuổi tối đa của người lái xe ô tô chở người trên 30 chỗ ngồi (hạng E) là bao nhiêu tuổi?,55 tuổi đối với nam và 50 tuổi đối với nữ.,55 tuổi đối với nam và nữ.,60 tuổi đối với nam và 55 tuổi đối với nữ.,45 tuổi đối với nam và 40 tuổi đối với nữ.,1,Độ tuổi tối đa người lái xe ô tô hạng E: nam 55 tuổi và nữ 50 tuổi.,,,1,,"Theo luật giao thông đường bộ, điều 60.",,,
58,"Người lái xe chở người từ 10 đến 30 chỗ ngồi (hạng D), lái xe hạng C kéo rơ moóc (FC) phải đủ bao nhiêu tuổi trở lên?",23 tuổi.,24 tuổi.,22 tuổi.,18 tuổi.,2,"Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: hạng E, FD.",,,1,,"Theo luật giao thông đường bộ, điều 60.",,,
59,Người đủ 16 tuổi được điều khiển các loại xe nào dưới đây?,Xe mô tô 2 bánh có dung tích xi-lanh từ 50 cm3 trở lên.,Xe gắn máy có dung tích xi-lanh dưới 50 cm3.,Xe ô tô tải dưới 3.500 kg; xe chở người đến 9 chỗ ngồi.,Tất cả các ý nêu trên.,2,"Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: hạng E, FD.",,,1,,"Theo luật giao thông đường bộ, điều 60.",,,
60,Người có giấy phép lái xe mô tô hạng A1 không được phép điều khiển loại xe nào dưới đây?,Xe mô tô có dung tích xi-lanh 125 cm3.,Xe mô tô có dung tích xi-lanh từ 175 cm3 trở lên.,Xe mô tô có dung tích xi-lanh 100 cm3.,,2,A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;,,,1,,"Theo luật giao thông đường bộ, điều 59.",,,
61,Người có giấy phép lái xe mô tô hạng A1 được phép điều khiển loại xe nào dưới đây?,Xe mô tô có dung tích xi-lanh từ 50 cm3 đến dưới 175 cm3.,Xe mô tô ba bánh dành cho người khuyết tật.,Cả ý 1 và ý 2.,,3,A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;,,,1,,"Theo luật giao thông đường bộ, điều 59.",1,,
62,Người có giấy phép lái xe mô tô hạng A2 được phép điều khiển loại xe nào dưới đây?,Xe mô tô ba bánh.,Xe mô tô hai bánh có dung tích xi lanh từ 175 cm3 trở lên và các loại xe quy định cho giấy phép lái xe hạng A1.,Các loại máy kéo nhỏ có trọng tải đến 1.000 kg.,,2,A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;,,,1,,"Theo luật giao thông đường bộ, điều 59.",,,
63,Người có giấy phép lái xe mô tô hạng A3 được phép điều khiển loại xe nào dưới đây?,Xe mô tô ba bánh.,Xe mô tô hai bánh có dung tích xi lanh từ 175 cm3 trở lên.,Các loại máy kéo nhỏ có trọng tải đến 1.000 kg.,,1,A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;,,,1,,"Theo luật giao thông đường bộ, điều 59.",1,,
64,Người có giấy phép lái xe hạng B1 số tự động được điều khiển loại xe nào?,"Ô tô số tự động chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật. Không được hành nghề lái xe.","Ô tô số tự động chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật. Được hành nghề lái xe kinh doanh vận tải.","Ô tô chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật.",,1,"B1, B2 đến 9 chỗ ngồi, xe tải dưới 3.500 kg; B1 không hành nghề lái xe.",,,1,,GPLX hạng B1 được điều khiển xe số tự động KHÔNG được hành nghề lái xe.,,,
65,Người có giấy phép lái xe hạng B1 được điều khiển loại xe nào?,"Ô tô chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng có trọng tải thiết kế dưới 3.500 kg; máy kéo kéo một rơ moóc có trọng tải thiết kế dưới 3.500 kg. Được hành nghề lái xe.","Ô tô chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng có trọng tải thiết kế dưới 3.500 kg; máy kéo kéo một rơ moóc có trọng tải thiết kế dưới 3.500 kg. Không hành nghề lái xe.","Ô tô số tự động chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải thiết kế trên 3.500 kg; ô tô dùng cho người khuyết tật.",,2,"B1, B2 đến 9 chỗ ngồi, xe tải dưới 3.500 kg; B1 không hành nghề lái xe.",,,1,,"LƯU Ý: Câu này rất nhiều bạn bị sai.
Theo thông tư 12/2017/TT-BGTVT về đào tạo, sát hạch, cấp giấy phép lái xe cơ giới đường bộ của Bộ Giao thông Vận tải, giấy phép lái xe hạng B gồm ba loại: B1 số tự động, B1, và B2.
GPLX hạng B1 số tự động chỉ cho phép điều khiển xe số tự động, bao gồm ôtô chở người đến 9 chỗ ngồi; ôtô tải có tải trọng dưới 3.500 kg và ôtô dùng cho người khuyết tật.
GPLX hạng B1 cho phép lái cả xe số tự động và số sàn, bao gồm cả các phương tiện như hạng B1 số tự động nêu trên và xe kéo một rơ moóc có trọng tải thiết kế dưới 3.500 kg.
GPLX hạng B1 số tự động và B1 không được hành nghề lái xe. Ngược lại, giấy phép lái xe hạng B2 không có hạn chế này.",1,,
66,Người có giấy phép lái xe hạng B2 được điều khiển loại xe nào?,Xe ô tô chở người trên 9 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải trên 3.500 kg.,Xe ô tô chở người đến 9 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải dưới 3.500 kg.,Xe ô tô chở người từ 10 đến 30 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải trên 3.500 kg.,,2,"B2 đến 9 chỗ ngồi, xe tải dưới 3.500kg.",,,1,,"GPLX hạng B2 được điều khiển ô tô chở người ĐẾN 9 chỗ ngồi, máy kéo có tải trọng DƯỚI 3.500 kg.",,,
67,Người có giấy phép lái xe hạng C được điều khiển loại xe nào?,Xe ô tô chở người trên 9 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải trên 3.500 kg.,Xe ô tô chở người từ 10 đến 30 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải trên 3.500 kg.,Xe ô tô chở người đến 9 chỗ ngồi; xe ô tô tải; máy kéo có trọng tải trên 3.500 kg.,,3,"C đến 9 chỗ ngồi, xe trên 3.500kg.",,,1,,"GPLX hạng C được điều khiển ô tô chở người ĐẾN 9 chỗ ngồi, máy kéo có tải trọng TRÊN 3.500 kg.",1,,
68,Người có giấy phép lái xe hạng D được điều khiển loại xe nào dưới đây?,"Xe ô tô chở người đến 30 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; xe ô tô tải, máy kéo có trọng tải trên 3.500 kg.","Xe ô tô chở người trên 30 chỗ ngồi; xe ô tô tải, máy kéo có trọng tải trên 3.500 kg.","Xe kéo rơ moóc, ô tô đầu kéo kéo sơ mi rơ moóc và được điều khiển các loại xe theo quy định cho giấy phép lái xe hạng B1, B2, C và FB2.",,1,D chở đến 30 người.,,,1,,"GPLX hạng D được điều khiển ô tô chở người ĐẾN 30 chỗ ngồi, máy kéo có tải trọng TRÊN 3.500 kg.",1,,
69,Người có giấy phép lái xe hạng E được điều khiển loại xe nào dưới đây?,"Xe kéo rơ moóc, ô tô đầu kéo kéo sơ mi rơ moóc và được điều khiển các loại xe theo quy định cho giấy phép lái xe hạng B1, B2, C và FB2.","Xe ô tô chở người trên 30 chỗ ngồi; xe ô tô tải, máy kéo có trọng tải trên 3.500 kg.","Xe kéo rơ moóc và được điều khiển các loại xe; ô tô chở khách nối toa và các loại xe quy định cho giấy phép lái xe hạng B1, B2, C, D, FB2, FD.",,2,E chở trên 30 người.,,,1,,"GPLX hạng E được điều khiển ô tô chở người TRÊN 30 chỗ ngồi, máy kéo có tải trọng TRÊN 3.500 kg.",1,,
70,Người có giấy phép lái xe hạng FC được điều khiển loại xe nào dưới đây?,"Các loại xe được quy định tại giấy phép lái xe hạng C có kéo rơ moóc, ô tô đầu kéo kéo sơ mi rơ moóc, ô tô chở khách nối toa và được điều khiển các loại xe quy định cho giấy phép lái xe hạng B1, B2 và FB2.","Các loại xe được quy định tại giấy phép lái xe hạng C có kéo rơ moóc, ô tô đầu kéo kéo sơ mi rơ moóc và được điều khiển các loại xe quy định cho giấy phép lái xe hạng B1, B2 và FB2.","Mô tô hai bánh, các loại xe được quy định tại giấy phép lái xe hạng C có kéo rơ moóc, ô tô đầu kéo kéo sơ mi rơ moóc và được điều khiển các loại xe quy định cho giấy phép lái xe hạng B1, B2 và FB2.",Tất cả các loại xe nêu trên.,2,"FC: C + kéo (ô tô đầu kéo, kéo sơ mi rơ moóc); FE: E + kéo (ô tô chở khách nối toa)",,,1,,"Theo luật giao thông đường bộ và thông tư số 58/2015/TT-BGTVT, GPLX hạng FC không bao gồm MÔ TÔ và xe ô tô CHỞ KHÁCH NỐI TOA.",1,,
